Go.	Va !
You're very wise.	Vous êtes très avisés.
You're very wise.	Vous êtes très avisées.
You're very wise.	Vous êtes fort avisé.
You're very wise.	Vous êtes fort avisée.
You're very wise.	Vous êtes fort avisés.
You're very wise.	Vous êtes fort avisées.
You're wonderful.	Tu es merveilleux.
You're wonderful.	Tu es merveilleuse.
You're wonderful.	Vous êtes merveilleux.
You're wonderful.	Vous êtes merveilleuse.
You're wonderful.	Vous êtes merveilleuses.
Your car is fast.	Ta voiture est rapide.
Your car is fast.	Votre voiture est rapide.
Your dog is here.	Ton chien est là.
Your face is red.	Ton visage est rouge.
Your face is red.	Tu as le visage rouge.
Your fly is open!	Ta braguette est ouverte !
Your fly is open!	Votre braguette est ouverte !
Your room is big.	Ta chambre est grande.
A dog bit her leg.	Un chien l'a mordue à la jambe.
A dog bit her leg.	Un chien a mordu sa jambe.
A dog was running.	Un chien était en train de courir.
A drunk robbed me.	Un ivrogne m'a dévalisé.
A leaf is falling.	Une feuille tombe.
Add a little milk.	Ajoute un peu de lait.
Add a little milk.	Ajoutez un peu de lait.
Adjust the brakes.	Ajuste les freins.
Advance two steps.	Avance de deux pas.
Advance two steps.	Avancez de deux pas.
Am I a bad person?	Suis-je quelqu'un de mauvais ?
Am I going to die?	Vais-je mourir ?
Am I making sense?	Est-ce que ce que je dis est compréhensible ?
Am I making sense?	Ce que je dis est-il compréhensible ?
Am I the only one?	Suis-je le seul ?
Am I the only one?	Suis-je la seule ?
Am I under arrest?	Suis-je en état d'arrestation ?
Any paper will do.	N’importe quel papier conviendra parfaitement.
Are they Japanese?	Sont-elles japonaises ?
Are they Japanese?	Sont-ils japonais ?
Are they all nuts?	Sont-ils tous dingues ?
Are they all nuts?	Sont-elles toutes dingues ?
Are they brothers?	Sont-ils frères ?
Are they students?	Sont-ils étudiants ?
Are you a student?	Es-tu étudiant ?
Are you a student?	Êtes-vous étudiant ?
Are you all alone?	Es-tu tout seul ?
Are you all ready?	Êtes-vous tous prêts ?
Are you all right?	Ça va bien ?
Are you all right?	Tu vas bien ?
Are you all right?	Te sens-tu bien ?
Are you all right?	Vous sentez-vous bien ?
Are you all right?	Tout va bien ?
Are you available?	Es-tu libre ?
Are you bachelors?	Êtes-vous des bacheliers ?
Are you bachelors?	Êtes-vous célibataires ?
Are you contented?	Es-tu satisfait?
Are you from here?	Vous êtes du coin ?
Are you from here?	Vous habitez ici ?
Are you happy now?	Es-tu heureux maintenant ?
Are you in Boston?	Es-tu à Boston ?
Are you in Boston?	Êtes-vous à Boston ?
Are you in danger?	Es-tu en danger ?
Are you in danger?	Êtes-vous en danger ?
Are you listening?	Tu écoutes ?
Are you listening?	Écoutes-tu ?
Are you listening?	M'écoutes-tu ?
Are you listening?	M'écoutes-tu ?
Are you ready now?	Es-tu prêt maintenant ?
Are you ready now?	Es-tu prête maintenant ?
Are you ready now?	Êtes-vous prêt maintenant ?
Are you ready now?	Êtes-vous prête maintenant ?
Are you ready now?	Êtes-vous prêts maintenant ?
Are you ready now?	Êtes-vous prêtes maintenant ?
Are you religious?	As-tu de la religion ?
Are you religious?	Avez-vous de la religion ?
Are you saying no?	Dites-vous non ?
Are you saying no?	Dis-tu non ?
Are you surprised?	Êtes-vous surpris ?
Are you surprised?	Êtes-vous surprise ?
Are you surprised?	Êtes-vous surprises ?
Are you surprised?	Es-tu surpris ?
Are you surprised?	Es-tu surprise ?
Are you the mayor?	Êtes-vous le maire ?
Are you the mayor?	Es-tu le maire ?
Are you up for it?	Y êtes-vous prêt ?
Are you up for it?	Y êtes-vous prête ?
Are you up for it?	Y êtes-vous prêts ?
Are you up for it?	Y êtes-vous prêtes ?
Are you up for it?	Y es-tu prêt ?
Are you up for it?	Y es-tu prête ?
Are your eyes bad?	Votre vision est-elle mauvaise ?
Aren't you hungry?	N'avez-vous pas faim ?
Aren't you hungry?	Tu n'as pas faim ?
Aren't you hungry?	N'as-tu pas faim ?
Aren't you sleepy?	N'as-tu pas sommeil ?
Aren't you sleepy?	N'avez-vous pas sommeil ?
Ask your question.	Posez votre question.
Be honest with me.	Sois honnête avec moi.
Be kind to others.	Sois gentil avec les autres !
Be kind to others.	Soyez aimable avec autrui !
Be nice to others.	Sois gentil avec les autres !
Be nice to others.	Soyez aimable avec autrui !
Beware of the dog!	Attention au chien !
Birds build nests.	Les oiseaux construisent des nids.
Boys will be boys.	Les garçons restent des garçons.
Break time's over.	La pause est finie.
Breathe in deeply.	Inspirez profondément.
Bring me my shoes.	Apporte-moi mes chaussures !
Bring me my shoes.	Apportez-moi mes chaussures !
But I was careful.	Mais j'ai fait attention.
But I was careful.	Mais j'ai été prudent.
But I was careful.	Mais j'ai été prudente.
Call an ambulance.	Appelez une ambulance.
Call an ambulance.	Appelle une ambulance.
Call her tomorrow.	Appelle-la demain.
Can I ask why not?	Puis-je demander pourquoi pas ?
Can I come in now?	Je peux entrer maintenant ?
Can I dial direct?	Puis-je faire le numéro directement ?
Can I dial direct?	Puis-je composer directement le numéro ?
Can I do anything?	Y a-t-il quelque chose que je puisse faire ?
Can I go home now?	Puis-je rentrer à la maison maintenant ?
Can I make copies?	Puis-je faire des copies ?
Can I make copies?	Puis-je effectuer des copies ?
Can I make copies?	Puis-je réaliser des copies ?
Can I rely on you?	Je peux compter sur toi ?
Can I rely on you?	Est-ce que je peux compter sur toi ?
Can I talk to you?	Est-ce que je peux te parler ?
Can I try this on?	Puis-je l'essayer ?
Can I try this on?	Puis-je essayer ceci ?
Can all birds fly?	Est-ce que tous les oiseaux peuvent voler ?
Can all birds fly?	Tous les oiseaux peuvent-ils voler ?
Can the baby walk?	Le bébé sait-il marcher ?
Can we go fishing?	Pouvons-nous aller pêcher ?
Can we reschedule?	Pouvons-nous remettre ?
Can you afford it?	En as-tu les moyens ?
Can you afford it?	En avez-vous les moyens ?
Can you afford it?	Peux-tu te le payer ?
Can you afford it?	Pouvez-vous vous le payer ?
Can you elaborate?	Peux-tu développer ?
Can you go faster?	Peux-tu aller plus vite ?
Can you go faster?	Es-tu en mesure d'aller plus vite ?
Can you go faster?	Pouvez-vous aller plus vite ?
Can you go faster?	Êtes-vous en mesure d'aller plus vite ?
Can you handle it?	Sais-tu y faire ?
Can you handle it?	Sais-tu t'y prendre ?
Can you handle it?	Savez-vous y faire ?
Can you handle it?	Savez-vous vous y prendre ?
Can you handle it?	Peux-tu t'en sortir ?
Can you handle it?	Pouvez-vous vous en sortir ?
Can you handle it?	Peux-tu t'en occuper ?
Can you handle it?	Pouvez-vous vous en occuper ?
Can you read that?	Arrives-tu à lire ça ?
Can you read that?	Arrivez-vous à lire ça ?
Can you read that?	Parviens-tu à lire ça ?
Can you read that?	Parvenez-vous à lire ça ?
Can you read that?	Sais-tu lire ça ?
Can you read that?	Savez-vous lire ça ?
Can't you help us?	Ne peux-tu nous aider ?
Can't you help us?	Ne peux-tu pas nous aider ?
Can't you help us?	Ne pouvez-vous nous aider ?
Can't you help us?	Ne pouvez-vous pas nous aider ?
Champagne, please.	Champagne, s'il vous plait.
Choose one person.	Choisissez une personne.
Choose one person.	Choisis une personne.
Christmas is soon.	Noël arrive bientôt.
Christmas is soon.	Noël approche.
Cocaine is a drug.	La cocaïne est une drogue.
Come a bit closer.	Approche-toi un peu plus !
Come a bit closer.	Approchez-vous un peu plus !
Come here at once.	Viens ici tout de suite.
Come here quickly.	Viens vite ici.
Come here quickly.	Viens ici rapidement.
Come into my room.	Entrez dans ma chambre.
Come on, trust me.	Allez, fais-moi confiance !
Come play with us.	Viens jouer avec nous.
Come play with us.	Venez jouer avec nous.
Come to my office.	Viens à mon bureau.
Compare the facts.	Compare les faits !
Cows give us milk.	La vache nous donne du lait.
Cows give us milk.	Les vaches nous donnent du lait.
Crime doesn't pay.	Le crime ne paie pas.
Cut off the power.	Coupe le courant.
Deal us the cards.	Distribue-nous les cartes.
Deal us the cards.	Distribuez-nous les cartes.
Did I do all that?	Ai-je fait tout cela ?
Did I fall asleep?	Est-ce que je me suis endormie ?
Did I startle you?	T'ai-je fait sursauter ?
Did I startle you?	Vous ai-je fait sursauter ?
Did I wake you up?	Vous ai-je réveillé ?
Did I wake you up?	Vous ai-je réveillés ?
Did I wake you up?	Vous ai-je réveillée ?
Did I wake you up?	Vous ai-je réveillées ?
Did I wake you up?	T'ai-je réveillé ?
Did I wake you up?	T'ai-je réveillée ?
Did they hurt you?	T'ont-ils blessé ?
Did they hurt you?	T'ont-ils blessée ?
Did they hurt you?	T'ont-ils fait du mal ?
Did they hurt you?	Vous ont-ils fait du mal ?
Did they hurt you?	Vous ont-ils blessé ?
Did you hear that?	As-tu entendu ça ?
Did you hear that?	As-tu entendu cela ?
Did you hear that?	Avez-vous entendu cela ?
Did you hear that?	Avez-vous entendu ça ?
Did you hear that?	L'avez-vous entendu ?
Did you know that?	Savais-tu cela ?
Did you know that?	Saviez-vous cela ?
Did you live here?	Avez-vous vécu ici ?
Did you live here?	As-tu vécu ici ?
Did you read them?	Les as-tu lus ?
Did you wash that?	Avez-vous lavé cela ?
Did you wash that?	As-tu lavé ça ?
Didn't you go out?	N'es-tu pas sorti ?
Didn't you go out?	N'êtes-vous pas sorti ?
Didn't you go out?	N'es-tu pas sortie ?
Didn't you go out?	N'êtes-vous pas sortis ?
Didn't you go out?	N'êtes-vous pas sorties ?
Diet is important.	Le régime alimentaire est important.
Disable the alarm.	Désactive l'alarme.
Disable the alarm.	Désactivez l'alarme.
Do ants have ears?	Les fourmis ont-elles des oreilles ?
Do as you're told.	Fais comme on te dit.
Do as you're told.	Faites comme on vous dit.
Do it by yourself.	Fais-le toi-même !
Do they like wine?	Est-ce qu'ils aiment le vin ?
Do they like wine?	Aiment-ils le vin ?
Do we have a deal?	Sommes-nous parvenus à un accord ?
Do you drink beer?	Buvez-vous de la bière ?
Do you drink beer?	Bois-tu de la bière ?
Do you drink wine?	Vous buvez du vin ?
Do you drink wine?	Buvez-vous du vin ?
Do you drink wine?	Bois-tu du vin ?
Do you drink wine?	Tu bois du vin ?
Do you ever sleep?	T'arrive-t-il de dormir ?
Do you ever sleep?	Ça t'arrive de dormir ?
Do you ever sleep?	Vous arrive-t-il de dormir ?
Do you ever sleep?	Ça vous arrive de dormir ?
Do you feel lucky?	Te sens-tu chanceux ?
Do you feel lucky?	Te sens-tu chanceuse ?
Do you feel lucky?	Te sens-tu en veine ?
Do you feel lucky?	Vous sentez-vous chanceux ?
Do you feel lucky?	Vous sentez-vous chanceuse ?
Do you feel lucky?	Vous sentez-vous chanceuses ?
Do you feel lucky?	Vous sentez-vous en veine ?
Do you guys smoke?	Est-ce que vous fumez?
Do you have a bag?	Disposez-vous d'un sac ?
Do you have a car?	As-tu une voiture ?
Do you have a car?	Avez-vous une voiture ?
Do you have a car?	Possédez-vous une voiture ?
Do you have a dog?	Avez-vous un chien ?
Do you have a dog?	As-tu un chien ?
Do you have a pen?	Avez-vous un stylo ?
Do you have a pen?	Tu as un stylo ?
Do you have a pen?	As-tu un stylo ?
Do you have a pet?	As-tu un animal de compagnie ?
Do you have a pet?	Avez-vous un animal de compagnie ?
Do you have a pet?	Avez-vous un animal domestique ?
Do you have a pet?	As-tu un animal domestique ?
Do you have a son?	Avez-vous un fils ?
Do you have money?	As-tu de l'argent ?
Do you have paper?	As-tu du papier ?
Do you know Latin?	Connais-tu le latin ?
Do you like music?	Est-ce que tu aimes la musique ?
Do you like music?	Aimes-tu la musique ?
Do you like music?	Tu aimes la musique ?
Do you like music?	La musique te plaît ?
Do you like music?	La musique vous plaît ?
Do you like trips?	Aimes-tu les voyages ?
Do you live alone?	Vivez-vous seuls ?
Do you live alone?	Vivez-vous seules ?
Do you live alone?	Vivez-vous seul ?
Do you live alone?	Vivez-vous seule ?
Do you live alone?	Vis-tu seul ?
Do you live alone?	Vis-tu seule ?
Do you love music?	Est-ce que tu aimes la musique ?
Do you love music?	Aimes-tu la musique ?
Do you mean to go?	Veux-tu y aller ?
Do you mean to go?	Voulez-vous y aller ?
Do you need a bag?	Avez-vous besoin d'un sachet ?
Do you need money?	As-tu besoin d'argent ?
Do you need money?	Avez-vous besoin d'argent ?
Do you see a rose?	Est-ce que tu vois une rose ?
Do you see a star?	Est-ce que tu vois une étoile ?
Do you smell that?	Sens-tu cela ?
Do you understand?	Comprenez-vous ?
Do you want a cab?	Vous voulez un taxi ?
Do you want a car?	Veux-tu une voiture ?
Do you want a car?	Tu veux une voiture ?
Do you want a job?	Veux-tu un travail ?
Do you want a job?	Voulez-vous un travail ?
Do you want to go?	Veux-tu partir ?
Do you want to go?	Tu veux partir ?
Do you want to go?	Veux-tu y aller ?
Do you want to go?	Veux-tu t'en aller ?
Do you want to go?	Voulez-vous vous en aller ?
Do you want to go?	Voulez-vous y aller ?
Do you want to go?	Voulez-vous partir ?
Do you wish to go?	Veux-tu y aller ?
Do your very best.	Fais de ton mieux.
Do your very best.	Faites de votre mieux.
Does he live here?	Est-ce qu'il habite ici ?
Does he live here?	Est-ce qu'il vit ici ?
Does he live here?	Vit-il ici ?
Does she know you?	Te connaît-elle ?
Does she know you?	Est-ce qu'elle te connait ?
Does truth matter?	La vérité importe-t-elle ?
Does truth matter?	Est-ce que la vérité importe ?
Dogs are faithful.	Les chiens sont fidèles.
Don't be so angry.	Ne te mets pas en colère.
Don't be so silly.	Ne sois pas aussi bête.
Don't be so silly.	Ne soyez pas aussi bête.
Don't deceive him.	Ne le trompe pas.
Don't do it again.	Ne le refaites pas !
Don't do it again.	Ne le refais pas !
Don't even try it.	N'essaye même pas.
Don't fire anyone.	Ne virez personne !
Don't fire anyone.	Ne vire personne !
Don't forget that.	N'oublie pas ça.
Don't forget that.	N'oubliez pas ça.
Don't forget that.	N'oublie pas cela.
Don't forget that.	N'oubliez pas cela.
Don't get excited.	Garde la tête froide.
Don't go in there.	Ne rentre pas là-dedans.
Don't go in there.	Ne rentrez pas là-dedans.
Don't hurt anyone.	Ne fais de mal à personne !
Don't hurt anyone.	Ne faites de mal à personne !
Don't laugh at me.	Ne te ris pas de moi.
Don't let me down.	Ne me laissez pas tomber.
Don't let me down.	Ne me laisse pas tomber.
Don't look at him!	Ne le regarde pas !
Don't look at him!	Ne le regardez pas !
Don't look for us.	Ne nous cherche pas !
Don't look for us.	Ne nous cherchez pas !
Don't look so sad.	N'ayez pas l'air si triste !
Don't look so sad.	N'aie pas l'air si triste !
Don't make a fuss.	N'en faites pas toute une histoire.
Don't make me beg.	Ne m'oblige pas à supplier.
Don't rely on him.	Ne te repose pas sur lui.
Don't rely on him.	Ne te fie pas à lui !
Don't repeat that.	Ne répète pas ça !
Don't repeat that.	Ne réïtère pas ça !
Don't repeat that.	Ne répétez pas ça !
Don't repeat that.	Ne réïtérez pas ça !
Don't run so fast.	Ne cours pas si vite.
Don't screw it up!	Ne le fous pas en l'air !
Don't screw it up!	Ne le foire pas !
Don't screw it up!	Ne le foirez pas !
Don't talk to Tom.	Ne parle pas à Tom.
Don't talk to Tom.	Ne parlez pas à Tom.
Don't tell anyone.	Ne le dis à personne !
Don't tell anyone.	Ne le dites à personne !
